,0,1,2
christianity,1.5777000000000002e-06,k>ch|r>r|ɪ2>i|s>s|tʃ>t|i0>i|æ1>a|n>n|ɪ0>i|t>t|i0>y,
christianized,1.9721e-07,k>ch|r>r|ɪ1>i|s>s|tʃ>ti|ʌ0>a|n>n|aɪ2>i|z>ze|d>d,
christians,3.5499e-06,k>ch|r>r|ɪ1>i|s>s|tʃ>ti|ʌ0>a|n>n|z>s,
christie,1.9721e-07,k>ch|r>r|ɪ1>i|s>s|t>t|i0>ie,
christina,5.916399999999999e-07,k>ch|r>r|ɪ0>i|s>s|t>t|i1>i|n>n|ʌ0>a,
christine,4.3387e-06,k>ch|r>r|ɪ0>i|s>s|t>t|i1>i|n>ne,
christmas,0.00011517,k>ch|r>r|ɪ1>i|s>st|m>m|ʌ0>a|s>s,
christopher,1.5185999999999998e-05,k>ch|r>r|ɪ1>i|s>s|t>t|ʌ0>o|f>ph|ɝ0>er,
christy,9.860700000000002e-07,k>ch|r>r|ɪ1>i|s>s|t>t|i0>y,
chrome,2.3666e-06,k>ch|r>r|oʊ1>o|m>me,
chronic,3.9443e-06,k>ch|r>r|ɑ1>o|n>n|ɪ0>i|k>c,
chronically,1.9721e-07,k>ch|r>r|ɑ1>o|n>n|ɪ0>i|k>c|ʌ0>a|l>ll|i0>y,
chronicle,3.3526e-06,k>ch|r>r|ɑ1>o|n>n|ɪ0>i|k>c|ʌ0;l>le,
chroniclers,1.9721e-07,k>ch|r>r|ɑ1>o|n>n|ɪ0>i|k>c|l>l|ɝ0>er|z>s,
chronicles,2.5638e-06,k>ch|r>r|ɑ1>o|n>n|ɪ0>i|k>c|ʌ0;l>le|z>s,
chrysanthemum,1.1833e-06,k>ch|r>r|ɪ0>y|s>s|æ1>a|n>n|θ>th|ɛ0>e|m>m|ʌ0>u|m>m,
chrysanthemums,2.9582e-06,k>ch|r>r|ɪ0>y|s>s|æ1>a|n>n|θ>th|ɛ0>e|m>m|ʌ0>u|m>m|z>s,
chua,5.916399999999999e-07,k>ch|w>u|ɑ1>a,
chubby,9.4663e-06,tʃ>ch|ʌ1>u|b>bb|i0>y,
chuck,0.00019603,tʃ>ch|ʌ1>u|k>ck,
chucked,7.888600000000001e-07,tʃ>ch|ʌ1>u|k>ck|t>ed,
chuckle,1.7749000000000002e-05,tʃ>ch|ʌ1>u|k>ck|ʌ0;l>le,
chuckled,4.9895e-05,tʃ>ch|ʌ1>u|k>ck|ʌ0;l>le|d>d,
chuckles,9.860700000000002e-07,tʃ>ch|ʌ1>u|k>ck|ʌ0;l>le|z>s,
chuckling,1.4791e-05,tʃ>ch|ʌ1>u|k>ck|l>l|ɪ0>i|ŋ>ng,
chum,9.0719e-06,tʃ>ch|ʌ1>u|m>m,
chums,1.1635999999999998e-05,tʃ>ch|ʌ1>u|m>m|z>s,
chunk,5.916399999999999e-07,tʃ>ch|ʌ1>u|ŋ>n|k>k,
chunks,3.9443000000000007e-07,tʃ>ch|ʌ1>u|ŋ>n|k>k|s>s,
church,0.00019366,tʃ>ch|ɝ1>ur|tʃ>ch,
churches,5.522000000000001e-06,tʃ>ch|ɝ1>ur|tʃ>ch|ɛ0>e|z>s,
churchill,5.719199999999999e-06,tʃ>ch|ɝ1>ur|tʃ>ch|ɪ0>i|l>ll,
churchman,7.888600000000001e-07,tʃ>ch|ɝ1>ur|tʃ>ch|m>m|ʌ0>a|n>n,
churchyard,6.1136e-06,tʃ>ch|ɝ1>ur|tʃ>ch|j>y|ɑ2>a|r>r|d>d,
churlish,7.888600000000001e-07,tʃ>ch|ɝ1>ur|l>l|ɪ0>i|ʃ>sh,
churn,1.7749000000000002e-06,tʃ>ch|ɝ1>ur|n>n,
churned,1.1833e-06,tʃ>ch|ɝ1>ur|n>n|d>ed,
churning,7.888600000000001e-07,tʃ>ch|ɝ1>ur|n>n|ɪ0>i|ŋ>ng,
chute,3.9443000000000007e-07,ʃ>ch|u1>u|t>te,
cicely,3.9443000000000007e-07,s>c|ɪ1>i|s>c|ɛ0>e|l>l|i0>y,
cicero,1.9721e-07,s>c|ɪ1>i|s>c|ɝ0>er|oʊ2>o,
cider,3.3526e-06,s>c|aɪ1>i|d>d|ɝ0>er,
cigar,8.4802e-06,s>c|ɪ0>i|g>g|ɑ1>a|r>r,
cigarette,1.1833e-06,s>c|ɪ2>i|g>g|ɝ0>ar|ɛ1>e|t>tte,
cigars,4.1415e-06,s>c|ɪ0>i|g>g|ɑ1>a|r>r|z>s,
cinch,1.9721e-07,s>c|ɪ1>i|n>n|tʃ>ch,
cinder,4.3387e-06,s>c|ɪ1>i|n>n|d>d|ɝ0>er,
cinderella,1.0847e-05,s>c|ɪ2>i|n>n|d>d|ɝ0>er|ɛ1>e|l>ll|ʌ0>a,
cinders,5.522000000000001e-06,s>c|ɪ1>i|n>n|d>d|ɝ0>er|z>s,
cinnamon,1.1833e-06,s>c|ɪ1>i|n>nn|ʌ0>a|m>m|ʌ0>o|n>n,
cipher,7.888600000000001e-07,s>c|aɪ1>i|f>ph|ɝ0>er,
circle,4.5162e-05,s>c|ɝ1>ir|k>c|ʌ0;l>le,
circled,5.1276e-06,s>c|ɝ1>ir|k>c|ʌ0;l>le|d>d,
circles,1.0255e-05,s>c|ɝ1>ir|k>c|ʌ0;l>le|z>s,
circling,3.1554000000000003e-06,s>c|ɝ1>ir|k>c|l>l|ɪ0>i|ŋ>ng,
circuit,1.3805000000000002e-06,s>c|ɝ1>ir|k>c|ɪ0>ui|t>t,
circuitous,1.9721e-07,s>c|ɝ0>ir|k>c|j;u1>u|ɪ0>i|t>t|ʌ0>ou|s>s,
circular,1.9721e-06,s>c|ɝ1>ir|k>c|j;ʌ0>u|l>l|ɝ0>ar,
circulate,3.9443000000000007e-07,s>c|ɝ1>ir|k>c|j;ʌ0>u|l>l|eɪ2>a|t>te,
circulated,2.1694e-06,s>c|ɝ1>ir|k>c|j;ʌ0>u|l>l|eɪ2>a|t>t|ɪ0>e|d>d,
circulating,1.7749000000000002e-06,s>c|ɝ1>ir|k>c|j;ʌ0>u|l>l|eɪ2>a|t>t|ɪ0>i|ŋ>ng,
circulation,9.860700000000002e-07,s>c|ɝ1>ir|k>c|j;ʌ0>u|l>l|eɪ2>a|ʃ>ti|ʌ0>o|n>n,
circumference,1.1833e-06,s>c|ɝ0>ir|k>c|ʌ1>u|m>m|f>fe|r>r|ɛ0>e|n>n|s>ce,
circumspect,3.9443000000000007e-07,s>c|ɝ1>ir|k>c|ʌ0>u|m>m|s>s|p>p|ɛ2>e|k>c|t>t,
circumspection,1.9721e-07,s>c|ɝ2>ir|k>c|ʌ0>u|m>m|s>s|p>p|ɛ1>e|k>c|ʃ>ti|ʌ0>o|n>n,
circumstance,3.7470999999999997e-06,s>c|ɝ1>ir|k>c|ʌ0>u|m>m|s>s|t>t|æ2>a|n>n|s>ce,
circumstances,2.2876999999999998e-05,s>c|ɝ1>ir|k>c|ʌ0>u|m>m|s>s|t>t|æ2>a|n>n|s>c|ɪ0>e|z>s,
circumstantial,1.1833e-06,s>c|ɝ2>ir|k>c|ʌ0>u|m>m|s>s|t>t|æ1>a|n>n|ʃ>ti|ʌ0>a|l>l,
circumventing,1.9721e-07,s>c|ɝ2>ir|k>c|ʌ0>u|m>m|v>v|ɛ1>e|n>n|t>t|ɪ0>i|ŋ>ng,
circus,7.4941e-06,s>c|ɝ1>ir|k>c|ʌ0>u|s>s,
circuses,7.888600000000001e-07,s>c|ɝ1>ir|k>c|ʌ0>u|s>s|ɛ0>e|z>s,
cistern,7.888600000000001e-07,s>c|ɪ1>i|s>s|t>t|ɝ0>er|n>n,
citadel,1.1833e-06,s>c|ɪ1>i|t>t|ʌ0>a|d>d|ɛ2>e|l>l,
cities,6.1136e-06,s>c|ɪ1>i|t>t|i0>ie|z>s,
citizen,2.7610000000000003e-06,s>c|ɪ1>i|t>t|ɪ0>i|z>z|ɛ0>e|n>n,
citizens,3.5499e-06,s>c|ɪ1>i|t>t|ɪ0>i|z>z|ɛ0>e|n>n|z>s,
citron,1.9721e-07,s>c|ɪ1>i|t>t|r>r|ʌ0>o|n>n,
city,0.00010689,s>c|ɪ1>i|t>t|i0>y,
civic,3.9443000000000007e-07,s>c|ɪ1>i|v>v|ɪ0>i|k>c,
civil,1.3411e-05,s>c|ɪ1>i|v>v|ɪ0>i|l>l,
civility,3.1554000000000003e-06,s>c|ɪ0>i|v>v|ɪ1>i|l>l|ɪ0>i|t>t|i0>y,
civilization,1.7749000000000002e-06,s>c|ɪ2>i|v>v|ɪ0>i|l>l|ɪ0>i|z>z|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
civilize,1.9721e-07,s>c|ɪ1>i|v>v|ɪ0>i|l>l|aɪ2>i|z>ze,
civilized,2.1694e-06,s>c|ɪ1>i|v>v|ɪ0>i|l>l|aɪ2>i|z>ze|d>d,
civilly,5.1276e-06,s>c|ɪ1>i|v>v|ɪ0>i|l>ll|i0>y,
clack,1.3805000000000002e-06,k>c|l>l|æ1>a|k>ck,
clad,1.0847e-05,k>c|l>l|æ1>a|d>d,
claim,1.8735e-05,k>c|l>l|eɪ1>ai|m>m,
claimant,1.9721e-07,k>c|l>l|eɪ1>ai|m>m|ʌ0>a|n>n|t>t,
claimed,6.9025e-06,k>c|l>l|eɪ1>ai|m>m|d>ed,
claiming,1.5777000000000002e-06,k>c|l>l|eɪ1>ai|m>m|ɪ0>i|ŋ>ng,
claims,4.3387e-06,k>c|l>l|eɪ1>ai|m>m|z>s,
clair,8.283e-06,k>c|l>l|ɛ1>ai|r>r,
clam,1.5777000000000002e-06,k>c|l>l|æ1>a|m>m,
clamber,1.5777000000000002e-06,k>c|l>l|æ1>a|m>m|b>b|ɝ0>er,
clambered,5.9164e-06,k>c|l>l|æ1>a|m>m|b>b|ɝ0>er|d>ed,
clammy,9.860700000000002e-07,k>c|l>l|æ1>a|m>mm|i0>y,
clamor,2.3666e-06,k>c|l>l|æ1>a|m>m|ɝ0>or,
clamored,7.888600000000001e-07,k>c|l>l|æ1>a|m>m|ɝ0>or|d>ed,
clamoring,3.9443000000000007e-07,k>c|l>l|æ1>a|m>m|ɝ0>or|ɪ0>i|ŋ>ng,
clamped,3.9443000000000007e-07,k>c|l>l|æ1>a|m>m|p>p|t>ed,
clamps,1.9721e-07,k>c|l>l|æ1>a|m>m|p>p|s>s,
clams,3.1554000000000003e-06,k>c|l>l|æ1>a|m>m|z>s,
clan,9.269099999999999e-06,k>c|l>l|æ1>a|n>n,
clandestine,5.916399999999999e-07,k>c|l>l|æ0>a|n>n|d>d|ɛ1>e|s>s|t>t|ɪ0>i|n>ne,
clang,5.719199999999999e-06,k>c|l>l|æ1>a|ŋ>ng,
clanging,1.9721e-07,k>c|l>l|æ1>a|ŋ>ng|ɪ0>i|ŋ>ng,
clank,5.916399999999999e-07,k>c|l>l|æ1>a|ŋ>n|k>k,
clanking,9.860700000000002e-07,k>c|l>l|æ1>a|ŋ>n|k>k|ɪ0>i|ŋ>ng,
clans,5.916399999999999e-07,k>c|l>l|æ1>a|n>n|z>s,
clap,9.6635e-06,k>c|l>l|æ1>a|p>p,
clapped,3.0568e-05,k>c|l>l|æ1>a|p>pp|t>ed,
clapper,1.1833e-06,k>c|l>l|æ1>a|p>pp|ɝ0>er,
clapping,1.3607999999999999e-05,k>c|l>l|æ1>a|p>pp|ɪ0>i|ŋ>ng,
claps,5.916399999999999e-07,k>c|l>l|æ1>a|p>p|s>s,
clara,1.5974e-05,k>c|l>l|æ1>a|r>r|ʌ0>a,
clare,1.4988e-05,k>c|l>l|ɛ1>a|r>re,
clarice,9.860700000000002e-07,k>c|l>l|ɝ0>ar|i1>i|s>ce,
clarified,1.9721e-07,k>c|l>l|ɛ1>a|r>r|ɪ0>i|f>f|aɪ2>i|d>ed,
clarifying,1.9721e-07,k>c|l>l|ɛ1>a|r>r|ɪ0>i|f>f|aɪ2>y|ɪ0>i|ŋ>ng,
clarissa,1.9721e-07,k>c|l>l|ɝ0>ar|ɪ1>i|s>ss|ʌ0>a,
clark,1.6172e-05,k>c|l>l|ɑ1>a|r>r|k>k,
clarke,3.5499e-06,k>c|l>l|ɑ1>a|r>r|k>ke,
clary,3.9443000000000007e-07,k>c|l>l|ɛ1>a|r>r|i0>y,
clash,5.719199999999999e-06,k>c|l>l|æ1>a|ʃ>sh,
clashed,3.1554000000000003e-06,k>c|l>l|æ1>a|ʃ>sh|t>ed,
clashing,3.9443e-06,k>c|l>l|æ1>a|ʃ>sh|ɪ0>i|ŋ>ng,
clasp,7.4941e-06,k>c|l>l|æ1>a|s>s|p>p,
clasped,3.0370999999999998e-05,k>c|l>l|æ1>a|s>s|p>p|t>ed,
class,4.1809e-05,k>c|l>l|æ1>a|s>ss,
classed,1.9721e-07,k>c|l>l|æ1>a|s>ss|t>ed,
classes,4.3387e-06,k>c|l>l|æ1>a|s>ss|ɪ0>e|z>s,
classic,4.5359e-06,k>c|l>l|æ1>a|s>ss|ɪ0>i|k>c,
classical,4.9304e-06,k>c|l>l|æ1>a|s>ss|ɪ0>i|k>c|ʌ0>a|l>l,
classically,7.888600000000001e-07,k>c|l>l|æ1>a|s>ss|ɪ0>i|k>ca|l>ll|i0>y,
classics,1.3805000000000002e-06,k>c|l>l|æ1>a|s>ss|ɪ0>i|k>c|s>s,
classified,3.9443000000000007e-07,k>c|l>l|æ1>a|s>ss|ɪ0>i|f>f|aɪ2>i|d>ed,
classify,1.9721e-07,k>c|l>l|æ1>a|s>ss|ɪ0>i|f>f|aɪ2>y,
classifying,1.9721e-07,k>c|l>l|æ1>a|s>ss|ɪ0>i|f>f|aɪ2>y|ɪ0>i|ŋ>ng,
classmate,1.9721e-07,k>c|l>l|æ1>a|s>ss|m>m|eɪ2>a|t>te,
classmates,5.916399999999999e-07,k>c|l>l|æ1>a|s>ss|m>m|eɪ2>a|t>te|s>s,
classroom,1.3805000000000002e-06,k>c|l>l|æ1>a|s>ss|r>r|u2>oo|m>m,
clatter,9.0719e-06,k>c|l>l|æ1>a|t>tt|ɝ0>er,
claude,6.7053e-06,k>c|l>l|ɔ1>au|d>de,
claus,4.9304e-06,k>c|l>l|ɔ1>au|z>s,
clause,5.916399999999999e-07,k>c|l>l|ɔ1>au|z>se,
claw,1.065e-05,k>c|l>l|ɔ1>aw,
clawed,3.1554000000000003e-06,k>c|l>l|ɔ1>aw|d>ed,
clawing,9.860700000000002e-07,k>c|l>l|ɔ1>aw|ɪ0>i|ŋ>ng,
claws,3.8851e-05,k>c|l>l|ɔ1>aw|z>s,
claxton,5.916399999999999e-07,k>c|l>l|æ1>a|k;s>x|t>t|ʌ0>o|n>n,
clay,1.696e-05,k>c|l>l|eɪ1>ay,
clayey,1.9721e-07,k>c|l>l|eɪ1>ay|i0>ey,
clays,3.9443000000000007e-07,k>c|l>l|eɪ1>ay|z>s,
clayton,1.9721e-07,k>c|l>l|eɪ1>ay|t>t|ʌ0>o|n>n,
clean,9.2296e-05,k>c|l>l|i1>ea|n>n,
cleaned,1.1044000000000001e-05,k>c|l>l|i1>ea|n>n|d>ed,
cleaner,1.7749000000000002e-06,k>c|l>l|i1>ea|n>n|ɝ0>er,
cleanest,1.9721e-07,k>c|l>l|i1>ea|n>n|ɛ0>e|s>s|t>t,
cleaning,9.6635e-06,k>c|l>l|i1>ea|n>n|ɪ0>i|ŋ>ng,
cleanliness,9.860700000000002e-07,k>c|l>l|ɛ1>ea|n>n|l>l|i0>i|n>n|ɪ0>e|s>ss,
cleanly,9.860700000000002e-07,k>c|l>l|i1>ea|n>n|l>l|i0>y,
cleans,3.9443000000000007e-07,k>c|l>l|i1>ea|n>n|z>s,
cleanse,5.916399999999999e-07,k>c|l>l|ɛ1>ea|n>n|z>se,
cleansed,1.1833e-06,k>c|l>l|ɛ1>ea|n>n|z>se|d>d,
cleansing,9.860700000000002e-07,k>c|l>l|ɛ1>ea|n>n|z>s|ɪ0>i|ŋ>ng,
clear,0.0001554,k>c|l>l|ɪ1>ea|r>r,
cleared,3.4118e-05,k>c|l>l|ɪ1>ea|r>r|d>ed,
clearer,8.283e-06,k>c|l>l|ɪ1>ea|r>r|ɝ0>er,
clearest,1.5777000000000002e-06,k>c|l>l|ɪ1>ea|r>r|ɪ0>e|s>s|t>t,
clearing,1.1241e-05,k>c|l>l|ɪ1>ea|r>r|ɪ0>i|ŋ>ng,
clearly,2.5243000000000002e-05,k>c|l>l|ɪ1>ea|r>r|l>l|i0>y,
clears,1.3805000000000002e-06,k>c|l>l|ɪ1>ea|r>r|z>s,
cleave,1.9721e-06,k>c|l>l|i1>ea|v>ve,
cleft,8.4802e-06,k>c|l>l|ɛ1>e|f>f|t>t,
clematis,9.860700000000002e-07,k>c|l>l|ɛ1>e|m>m|ʌ0>a|t>t|ɪ0>i|s>s,
clemency,5.916399999999999e-07,k>c|l>l|ɛ1>e|m>m|ɛ0>e|n>n|s>c|i0>y,
clementine,1.9721e-07,k>c|l>l|ɛ1>e|m>m|ɛ0>e|n>n|t>t|aɪ2>i|n>ne,
clench,5.916399999999999e-07,k>c|l>l|ɛ1>e|n>n|tʃ>ch,
clenched,8.0858e-06,k>c|l>l|ɛ1>e|n>n|tʃ>ch|t>ed,
cleopatra,1.1833e-06,k>c|l>l|i2>e|ʌ0>o|p>p|æ1>a|t>t|r>r|ʌ0>a,
clergy,5.916399999999999e-07,k>c|l>l|ɝ1>er|dʒ>g|i0>y,
clergyman,8.283e-06,k>c|l>l|ɝ1>er|dʒ>g|i0>y|m>m|ʌ0>a|n>n,
clergymen,1.9721e-07,k>c|l>l|ɝ1>er|dʒ>g|i0>y|m>m|ɛ2>e|n>n,
clerical,1.1833e-06,k>c|l>l|ɛ1>e|r>r|ɪ0>i|k>c|ʌ0>a|l>l,
clerk,1.9721e-05,k>c|l>l|ɝ1>er|k>k,
clerks,2.5638e-06,k>c|l>l|ɝ1>er|k>k|s>s,
clever,9.348e-05,k>c|l>l|ɛ1>e|v>v|ɝ0>er,
cleverly,5.3248e-06,k>c|l>l|ɛ1>e|v>v|ɝ0>er|l>l|i0>y,
cleverness,1.1833e-05,k>c|l>l|ɛ1>e|v>v|ɝ0>er|n>n|ɛ0>e|s>ss,
click,4.3387e-06,k>c|l>l|ɪ1>i|k>ck,
clicked,2.9582e-06,k>c|l>l|ɪ1>i|k>ck|t>ed,
clicking,1.9721e-06,k>c|l>l|ɪ1>i|k>ck|ɪ0>i|ŋ>ng,
client,3.9443000000000007e-07,k>c|l>l|aɪ1>i|ɛ0>e|n>n|t>t,
cliff,1.4594000000000001e-05,k>c|l>l|ɪ1>i|f>ff,
clifford,4.9304e-06,k>c|l>l|ɪ1>i|f>ff|ɝ0>or|d>d,
cliffs,1.203e-05,k>c|l>l|ɪ1>i|f>ff|s>s,
clifton,1.5777000000000002e-06,k>c|l>l|ɪ1>i|f>f|t>t|ʌ0>o|n>n,
climate,4.1415e-06,k>c|l>l|aɪ1>i|m>m|ʌ0>a|t>te,
climates,1.9721e-07,k>c|l>l|aɪ1>i|m>m|ʌ0>a|t>te|s>s,
climax,3.5499e-06,k>c|l>l|aɪ1>i|m>m|æ2>a|k;s>x,
climaxes,1.9721e-07,k>c|l>l|ɪ1>i|m>m|æ0>a|k;s>x|ɪ0>e|z>s,
climb,5.8375e-05,k>c|l>l|aɪ1>i|m>mb,
climbed,7.5336e-05,k>c|l>l|aɪ1>i|m>mb|d>ed,
climber,1.7749000000000002e-06,k>c|l>l|aɪ1>i|m>mb|ɝ0>er,
climbers,3.9443000000000007e-07,k>c|l>l|aɪ1>i|m>mb|ɝ0>er|z>s,
climbing,2.0313e-05,k>c|l>l|aɪ1>i|m>mb|ɪ0>i|ŋ>ng,
climbs,2.1694e-06,k>c|l>l|aɪ1>i|m>mb|z>s,
clinch,9.860700000000002e-07,k>c|l>l|ɪ1>i|n>n|tʃ>ch,
clinched,1.3805000000000002e-06,k>c|l>l|ɪ1>i|n>n|tʃ>ch|t>ed,
cling,7.8886e-06,k>c|l>l|ɪ1>i|ŋ>ng,
clinging,1.4002e-05,k>c|l>l|ɪ1>i|ŋ>ng|ɪ0>i|ŋ>ng,
clings,5.916399999999999e-07,k>c|l>l|ɪ1>i|ŋ>ng|z>s,
clink,5.916399999999999e-07,k>c|l>l|ɪ1>i|ŋ>n|k>k,
clinton,1.9721e-07,k>c|l>l|ɪ1>i|n>n|t>t|ʌ0>o|n>n,
clio,1.9721e-07,k>c|l>l|i1>i|oʊ0>o,
clip,5.916399999999999e-07,k>c|l>l|ɪ1>i|p>p,
clipped,2.1694e-06,k>c|l>l|ɪ1>i|p>pp|t>ed,
clipping,9.860700000000002e-07,k>c|l>l|ɪ1>i|p>pp|ɪ0>i|ŋ>ng,
clippings,1.9721e-07,k>c|l>l|ɪ1>i|p>pp|ɪ0>i|ŋ>ng|z>s,
clique,1.9721e-07,k>c|l>l|i1>i|k>que,
cliques,1.9721e-07,k>c|l>l|ɪ1>i|k>que|s>s,
clive,1.9721e-07,k>c|l>l|aɪ1>i|v>ve,
cloak,4.2598e-05,k>c|l>l|oʊ1>oa|k>k,
cloaked,9.860700000000002e-07,k>c|l>l|oʊ1>oa|k>k|t>ed,
cloakroom,5.916399999999999e-07,k>c|l>l|oʊ1>oa|k>k|r>r|u2>oo|m>m,
clock,3.7668e-05,k>c|l>l|ɑ1>o|k>ck,
clocks,3.1554000000000003e-06,k>c|l>l|ɑ1>o|k>ck|s>s,
clockwork,1.1833e-06,k>c|l>l|ɑ1>o|k>ck|w>w|ɝ2>or|k>k,
clog,1.9721e-07,k>c|l>l|ɑ1>o|g>g,
clogged,7.888600000000001e-07,k>c|l>l|ɔ1>o|g>gg|d>ed,
clogs,5.916399999999999e-07,k>c|l>l|ɑ1>o|g>g|z>s,
cloister,1.3805000000000002e-06,k>c|l>l|ɔɪ1>oi|s>s|t>t|ɝ0>er,
cloistered,1.9721e-07,k>c|l>l|ɔɪ1>oi|s>s|t>t|ɝ0>er|d>ed,
cloisters,5.916399999999999e-07,k>c|l>l|ɔɪ1>oi|s>s|t>t|ɝ0>er|z>s,
clos,1.9721e-07,k>c|l>l|ɑ1>o|s>s,
close,0.00021713,k>c|l>l|oʊ1>o|z>se,
closed,7.2772e-05,k>c|l>l|oʊ1>o|z>se|d>d,
closely,3.2146e-05,k>c|l>l|oʊ1>o|s>se|l>l|i0>y,
closeness,3.9443000000000007e-07,k>c|l>l|oʊ1>o|s>se|n>n|ɪ0>e|s>ss,
closer,2.0313e-05,k>c|l>l|oʊ1>o|s>s|ɝ0>er,
closes,1.5777000000000002e-06,k>c|l>l|oʊ1>o|z>s|ɪ0>e|z>s,
closest,1.9721e-06,k>c|l>l|oʊ1>o|s>s|ɛ0>e|s>s|t>t,
closet,2.268e-05,k>c|l>l|ɑ1>o|z>s|ɛ0>e|t>t,
closeted,1.9721e-07,k>c|l>l|ɑ1>o|z>s|ɛ0>e|t>t|ɪ0>e|d>d,
closets,1.7749000000000002e-06,k>c|l>l|ɑ1>o|z>s|ɛ0>e|t>t|s>s,
closing,9.4663e-06,k>c|l>l|oʊ1>o|z>s|ɪ0>i|ŋ>ng,
cloth,3.7865e-05,k>c|l>l|ɔ1>o|θ>th,
clothe,2.7610000000000003e-06,k>c|l>l|oʊ1>o|ð>the,
clothed,1.0058e-05,k>c|l>l|oʊ1>o|ð>the|d>d,
clothes,0.00013312,k>c|l>l|oʊ1>o|ð>the|z>s,
clothing,4.7331e-06,k>c|l>l|oʊ1>o|ð>th|ɪ0>i|ŋ>ng,
cloths,2.7610000000000003e-06,k>c|l>l|ɔ1>o|θ>th|s>s,
clots,1.9721e-07,k>c|l>l|ɑ1>o|t>t|s>s,
clotted,3.9443000000000007e-07,k>c|l>l|ɑ1>o|t>tt|ɪ0>e|d>d,
cloud,5.561399999999999e-05,k>c|l>l|aʊ1>ou|d>d,
clouded,4.9304e-06,k>c|l>l|aʊ1>ou|d>d|ɪ0>e|d>d,
cloudless,3.9443e-06,k>c|l>l|aʊ1>ou|d>d|l>l|ɛ0>e|s>ss,
clouds,5.2065e-05,k>c|l>l|aʊ1>ou|d>d|z>s,
cloudy,4.3387e-06,k>c|l>l|aʊ1>ou|d>d|i0>y,
clough,1.9721e-07,k>c|l>l|aʊ1>ough,
clout,1.9721e-07,k>c|l>l|aʊ1>ou|t>t,
clover,2.3666e-05,k>c|l>l|oʊ1>o|v>v|ɝ0>er,
cloves,3.9443000000000007e-07,k>c|l>l|oʊ1>o|v>ve|z>s,
clown,2.1694e-06,k>c|l>l|aʊ1>ow|n>n,
clowning,1.9721e-07,k>c|l>l|aʊ1>ow|n>n|ɪ0>i|ŋ>ng,
clowns,1.9721e-07,k>c|l>l|aʊ1>ow|n>n|z>s,
cloying,1.9721e-07,k>c|l>l|ɔɪ1>oy|ɪ0>i|ŋ>ng,
club,3.7076e-05,k>c|l>l|ʌ1>u|b>b,
clubbed,3.9443000000000007e-07,k>c|l>l|ʌ1>u|b>bb|d>ed,
clubs,4.1415e-06,k>c|l>l|ʌ1>u|b>b|z>s,
cluck,2.3666e-06,k>c|l>l|ʌ1>u|k>ck,
clucking,2.3666e-06,k>c|l>l|ʌ1>u|k>ck|ɪ0>i|ŋ>ng,
clue,3.5499e-06,k>c|l>l|u1>ue,
clues,1.9721e-07,k>c|l>l|u1>ue|z>s,
clump,1.3015999999999999e-05,k>c|l>l|ʌ1>u|m>m|p>p,
clumping,7.888600000000001e-07,k>c|l>l|ʌ1>u|m>m|p>p|ɪ0>i|ŋ>ng,
clumps,4.3387e-06,k>c|l>l|ʌ1>u|m>m|p>p|s>s,
clumsily,1.5777000000000002e-06,k>c|l>l|ʌ1>u|m>m|s>s|ɪ0>i|l>l|i0>y,
clumsiness,3.9443000000000007e-07,k>c|l>l|ʌ1>u|m>m|z>s|i0>i|n>n|ɛ0>e|s>ss,
clumsy,1.1833e-05,k>c|l>l|ʌ1>u|m>m|z>s|i0>y,
clung,2.7018e-05,k>c|l>l|ʌ1>u|ŋ>ng,
cluny,6.5080999999999996e-06,k>c|l>l|u1>u|n>n|i0>y,
cluster,9.0719e-06,k>c|l>l|ʌ1>u|s>s|t>t|ɝ0>er,
clustered,4.1415e-06,k>c|l>l|ʌ1>u|s>s|t>t|ɝ0>er|d>ed,
clustering,2.3666e-06,k>c|l>l|ʌ1>u|s>s|t>t|ɝ0>er|ɪ0>i|ŋ>ng,
clusters,3.3526e-06,k>c|l>l|ʌ1>u|s>s|t>t|ɝ0>er|z>s,
clutch,5.522000000000001e-06,k>c|l>l|ʌ1>u|tʃ>tch,
clutched,9.269099999999999e-06,k>c|l>l|ʌ1>u|tʃ>tch|t>ed,
clutches,5.1276e-06,k>c|l>l|ʌ1>u|tʃ>tch|ɛ0>e|z>s,
clutching,8.6774e-06,k>c|l>l|ʌ1>u|tʃ>tch|ɪ0>i|ŋ>ng,
clutter,1.1833e-06,k>c|l>l|ʌ1>u|t>tt|ɝ0>er,
cluttered,3.9443000000000007e-07,k>c|l>l|ʌ1>u|t>tt|ɝ0>er|d>ed,
cluttering,1.9721e-07,k>c|l>l|ʌ1>u|t>tt|ɝ0>er|ɪ0>i|ŋ>ng,
clyde,1.9721e-07,k>c|l>l|aɪ1>y|d>de,
co,5.916399999999999e-07,k>c|oʊ1>o,
coach,1.8735e-05,k>c|oʊ1>oa|tʃ>ch,
coached,1.9721e-07,k>c|oʊ1>oa|tʃ>ch|t>ed,
coaches,1.9721e-06,k>c|oʊ1>oa|tʃ>ch|ɪ0>e|z>s,
coachman,6.7053e-06,k>c|oʊ1>oa|tʃ>ch|m>m|ʌ0>a|n>n,
coal,7.6914e-06,k>c|oʊ1>oa|l>l,
coals,8.4802e-06,k>c|oʊ1>oa|l>l|z>s,
coarse,7.8886e-06,k>c|ɔ1>oa|r>r|s>se,
